GeneID	GSM4314620	GSM4314621	GSM4314622	GSM4314623	GSM4314624	GSM4314625
100287102	4	2	2	2	3	3
653635	456	530	509	893	818	810
102466751	17	12	8	16	16	15
107985730	2	1	1	1	2	2
100302278	0	0	0	0	0	0
645520	2	0	1	0	0	1
79501	0	0	0	0	0	0
100996442	31	23	30	47	38	39
729737	54	71	59	75	61	66
102725121	9	8	9	4	4	10
102723897	578	678	588	1088	943	968
102465909	8	6	5	10	6	8
107985721	2	5	0	0	4	1
112268260	11	18	18	22	13	15
729759	0	0	0	0	0	0
100132287	139	190	147	206	189	187
105378947	2	5	5	4	5	4
101928626	0	0	0	0	0	0
113219467	348	444	319	254	286	235
81399	4	2	3	4	2	7
100133331	133	178	144	216	183	175
107984841	33	36	34	43	49	50
107984847	52	77	73	102	71	88
107984849	12	12	13	13	21	15
100288069	68	86	92	106	99	84
105378580	14	18	20	25	20	18
400728	11	16	11	19	17	12
79854	19	43	23	36	30	38
643837	619	767	686	842	616	633
107984850	0	0	0	0	0	0
284593	0	0	0	0	1	0
284600	69	80	90	59	38	53
100130417	22	16	18	5	4	3
107985728	0	5	7	4	3	2
148398	1249	1558	1407	1581	1288	1307
26155	18499	23325	21396	23499	18585	19642
339451	798	810	715	983	811	934
84069	130	162	128	220	163	199
84808	23	35	27	38	31	42
57801	80	95	86	26	14	27
9636	180	203	199	332	286	285
375790	11710	14554	12851	17226	14997	15077
100288175	57	56	47	99	69	76
112267874	22	16	22	22	25	25
105378948	36	54	33	58	57	55
401934	0	0	0	4	0	0
54991	574	706	619	820	672	747
254099	0	0	0	0	1	0
406984	0	0	0	0	0	0
406983	0	0	0	0	0	0
554210	0	0	0	0	0	0
100506376	0	0	0	0	0	0
254173	0	1	1	2	1	3
8784	4	5	5	8	4	2
7293	7	4	2	4	2	2
51150	7164	9023	7740	8955	7467	7795
126792	2158	2529	2146	2854	2298	2531
388581	26	35	55	48	43	51
118424	3794	4673	4342	5253	4292	4374
101928895	16	15	19	25	24	21
6339	24	35	34	28	29	29
116983	1860	2263	1804	2619	2180	2187
102465434	1	1	2	1	1	2
109623456	7	5	5	10	6	5
126789	808	900	819	1121	915	943
54973	4346	5033	4652	5910	4996	5121
102465435	14	16	12	16	13	14
80772	928	1254	1097	1432	1261	1236
83756	35	43	45	52	62	43
1855	4454	5214	4669	6219	5366	5863
102466740	3	5	3	5	8	5
54587	278	274	280	471	394	439
54998	7073	8681	8343	10527	8781	9001
81669	2205	2588	2271	3368	2962	2990
148413	1213	1574	1475	1690	1539	1539
55052	3513	4396	3956	5142	4318	4358
107984868	0	0	1	1	1	0
441869	10	4	11	5	3	2
105378585	8	3	5	1	2	1
643965	11	9	7	7	9	11
102724312	25	30	24	67	56	45
107985729	24	22	22	51	26	40
64856	341	350	326	796	688	892
219293	75	121	81	80	89	80
83858	4379	5385	4822	5126	3992	4011
55210	5653	6900	5962	7621	6309	6610
339453	17	22	14	20	23	18
29101	4848	5890	4694	6325	5169	5930
643988	273	372	298	587	471	517
105378586	38	44	31	73	57	75
142678	1403	1562	1394	1504	1268	1246
8510	67	78	70	92	55	74
984	3702	4411	3929	4668	3827	3921
728661	2655	3080	2830	4078	3357	3389
8511	12	18	10	18	12	13
728642	2173	2688	2338	2508	2290	2280
9906	1751	2070	1803	1675	1382	1389
112268218	184	233	206	259	238	231
65220	3203	4051	3479	4414	3659	3925
2782	20946	25663	21770	23795	19721	22132
105378949	62	42	32	50	49	64
163688	9	15	10	7	9	7
339456	6	8	6	10	2	3
85452	0	3	2	1	2	5
107984872	1	0	3	0	0	0
105378589	0	1	3	2	0	0
2563	3	3	3	0	1	2
105378590	0	0	0	0	0	0
105378591	2	0	0	1	0	0
5590	1018	1252	1083	1172	944	946
100506504	23	29	30	26	39	19
199990	2419	3016	2543	2837	2428	2535
112268219	277	310	264	323	268	278
105378593	3	8	3	3	3	4
6497	4268	5473	4687	4534	3567	3968
79906	677	826	742	977	803	877
100129534	78	95	83	100	75	84
11079	6722	8448	7642	9849	8083	7987
5192	986	1261	1072	1586	1304	1344
9651	49	68	59	86	81	71
55229	940	1142	1044	1431	1199	1174
388585	0	0	0	0	0	0
115110	15	18	12	48	28	27
8764	79	78	71	210	154	146
100996583	1	0	0	1	0	2
127281	1335	1559	1509	1806	1472	1469
79258	177	197	195	187	201	199
105378597	1	2	2	1	0	1
100287898	13	12	7	23	26	38
105378603	0	0	0	0	0	0
105378602	0	0	0	0	0	0
105378601	0	0	0	0	0	0
112268220	0	0	0	0	0	0
107985732	0	0	0	0	0	0
105378600	0	0	0	0	0	0
105378598	0	1	0	0	0	0
107984904	0	0	0	0	0	0
105378599	0	0	0	0	0	0
140625	0	0	0	0	0	0
440556	0	0	0	0	0	0
63976	1	0	0	1	0	0
100422968	0	0	0	0	0	0
105378606	0	0	0	0	0	0
107984909	0	0	0	3	0	0
105378605	0	0	0	0	0	0
105378604	0	0	0	0	0	0
27237	54	62	40	0	9	9
1953	11	16	12	4	10	7
105378608	0	0	0	0	0	0
693135	0	0	0	0	0	0
105378607	0	0	0	0	0	0
127262	1215	1475	1333	1822	1474	1496
49856	1886	2256	2046	2873	2380	2426
7161	819	1008	772	1101	831	878
105378610	1	1	2	0	5	3
105378609	0	0	0	0	0	1
57212	9	16	11	715	591	608
148870	0	1	0	1	2	2
388588	5	2	1	12	12	8
57470	4000	4929	4167	5448	4439	4699
9731	1621	2094	1761	2351	1773	1786
1677	305	415	356	462	416	442
107984910	18	20	9	21	32	14
339448	1112	1335	1208	1550	1208	1313
100133612	23	33	21	12	8	15
728716	0	0	0	0	0	0
105376672	0	0	0	0	0	0
105376673	397	588	524	62	33	55
284661	1	2	0	3	1	1
105376674	0	0	0	0	0	0
105376679	0	0	0	0	0	0
107985376	1	1	0	2	4	1
55966	335	366	333	277	222	220
105376680	0	0	0	0	0	0
102724429	0	0	0	0	0	0
105376681	0	0	0	0	0	0
105376682	0	0	0	0	0	0
107984911	0	0	0	0	0	0
105376686	0	0	0	0	0	0
100616421	0	1	1	0	0	0
261734	1025	1255	1159	1477	1211	1324
8514	1413	1727	1443	1600	1354	1411
26038	61	82	79	7	3	12
105376687	0	0	0	0	0	0
6146	15984	19832	18791	22968	18539	18654
107985733	223	266	226	257	203	265
102724450	64	78	61	75	68	64
388591	536	578	483	634	573	580
23463	6674	8214	7011	8052	6531	6836
148645	66	72	76	118	77	102
390992	0	0	0	1	0	0
387509	5921	7213	6171	7811	6807	7583
11332	9787	12463	11019	11067	8762	9319
54626	134	154	108	79	65	81
83715	640	826	689	1017	870	922
100422975	0	0	0	0	0	0
8718	318	308	286	311	249	283
57449	2564	3100	2800	2490	2009	2106
79707	1765	2345	1889	1952	1510	1611
80835	1	0	2	0	2	1
107984912	0	0	0	0	1	0
3104	570	669	626	803	730	693
9903	5012	6266	5160	6351	4987	5186
107984913	10	6	5	5	9	5
148479	2196	2584	2325	2813	2232	2322
90326	1339	1613	1433	1717	1383	1440
55735	4332	5572	4978	5421	4246	4368
100505887	0	0	0	0	0	0
110841581	12	18	13	10	9	14
23261	1713	2217	1921	2001	1592	1706
105376692	0	0	0	0	0	0
102725193	0	0	0	0	0	0
101928836	0	0	0	0	0	1
105376691	0	0	0	0	0	0
105376689	5	6	10	7	8	7
9341	3268	4149	3597	4330	3212	3443
8863	177	208	197	259	212	227
10911	12	6	13	3	4	2
3604	5	3	6	11	5	7
11315	12636	16391	14985	17613	14580	15029
54206	14432	17652	16305	14575	10872	11501
107984915	0	3	0	0	0	1
102724539	0	0	2	0	0	0
105376695	0	0	0	1	0	0
50651	64	73	82	85	63	80
473	5832	7038	6285	7473	5895	5678
102724552	0	2	1	1	0	3
106632271	0	4	0	0	0	1
2023	134445	172070	154721	155731	123977	127834
102465436	13	10	68	10	15	6
100505975	78	99	82	88	81	72
112268261	0	0	0	0	0	0
765	1	0	3	1	0	1
155184	0	2	0	0	3	1
6518	1	0	0	0	0	2
80045	359	413	362	494	354	458
106614088	134	163	124	101	108	117
407040	3	2	0	2	2	3
102724571	52	57	53	32	40	36
9563	2600	3118	2859	3778	3467	3597
80176	589	734	660	680	572	618
100506022	44	59	39	64	68	49
84275	1154	1459	1150	1588	1260	1379
199953	2551	3132	2616	3104	2462	2648
107985734	47	58	51	58	39	40
105376712	0	0	0	0	1	0
5293	1357	1548	1470	1771	1392	1650
644997	0	0	0	0	0	0
101929074	158	232	180	244	233	216
22883	7664	9654	8265	10616	8678	9407
56998	2840	3372	2783	2749	2274	2471
105376717	237	311	271	264	234	215
84328	1789	2137	2004	2303	1822	1865
64802	365	451	414	367	330	324
113391335	1	5	2	0	4	2
100847055	2	3	0	0	2	0
116362	3	1	2	1	2	0
10277	5030	6322	5621	6034	4765	4927
23095	4535	5601	4892	5328	4488	4466
105376725	3	0	3	3	3	1
5226	10280	12473	11324	10535	8644	8854
100526739	686	882	807	998	781	761
378708	705	921	840	1036	812	782
1325	34	36	24	29	16	23
1676	5542	6916	6092	7510	6362	6698
5195	1592	2039	1784	2150	1820	1911
54897	98	138	81	120	86	91
105376733	0	0	0	0	0	0
105376735	0	0	0	0	0	0
148345	1	1	4	0	0	3
23435	9663	11959	10738	11612	9354	9623
10747	6	4	11	11	6	12
6723	6995	8769	7590	8882	6982	7911
5394	3519	4401	3855	4876	3803	3915
105376736	192	275	231	286	217	241
2475	4743	6084	5450	7101	5732	5520
100873935	105	113	116	154	123	107
10218	3	1	2	5	2	3
29914	1344	1681	1440	1748	1431	1412
105376737	0	3	0	1	0	1
105376739	0	0	0	2	0	0
105376740	0	0	0	0	0	0
57540	2	2	4	3	1	5
112268221	0	1	1	1	0	0
101929181	2	1	2	7	5	5
26232	282	392	343	440	363	372
93611	512	691	580	729	627	712
26270	204	230	243	449	386	404
10459	1682	2083	1951	2455	2140	2258
374946	1	0	1	8	4	12
57085	1208	1627	1391	1870	1639	1611
284498	175	207	197	249	182	197
102724659	0	0	0	0	0	0
4524	690	885	783	1068	866	901
1185	682	786	726	831	697	746
100379251	101	106	96	114	93	105
4878	11	11	6	13	12	8
4879	0	0	1	2	0	0
26829	3	1	2	2	3	3
90231	3444	4120	3411	4329	3550	4246
5351	9081	11625	10090	13497	11317	11788
9927	7734	9973	8978	10286	8417	8417
60672	900	1098	1058	1262	928	1001
102466982	2	3	2	2	1	4
943	23	26	24	201	153	188
102465836	14	12	10	28	32	25
7133	269	329	258	718	590	589
100616438	0	0	1	0	0	0
107984917	0	1	0	0	0	0
55187	2150	2469	2398	3249	2812	2622
677885	10	9	10	5	18	15
105376744	2	0	2	1	0	2
9249	6167	7413	6813	6889	5773	5925
102466722	7	9	17	9	5	10
343066	0	0	0	0	0	0
126767	0	0	0	1	0	0
93190	1	0	0	0	0	0
390999	0	1	0	4	0	2
65121	0	0	0	0	0	0
105376745	0	0	0	0	0	0
440560	0	0	0	0	0	0
343069	0	0	0	4	0	2
65122	0	0	0	1	0	0
400735	0	0	0	0	0	1
343071	0	0	0	0	0	0
441871	0	0	0	0	1	1
440561	0	0	0	0	0	0
101929983	0	0	0	0	0	0
649330	0	0	0	1	0	0
441873	0	0	0	0	1	1
649324	0	0	0	0	0	1
440563	0	0	0	0	0	0
645354	0	0	0	0	0	1
645359	0	0	0	0	1	0
101060301	0	0	0	2	0	0
343070	0	0	0	0	1	0
400736	0	0	0	0	0	0
391003	0	0	0	0	0	0
343068	0	0	0	1	0	1
391002	0	0	0	0	0	1
645382	0	0	0	0	0	0
653619	0	0	0	0	0	2
729528	0	0	0	0	0	0
645414	0	0	0	0	0	0
391004	0	0	0	0	0	0
645425	0	0	0	0	0	0
126755	0	0	0	0	0	0
102724856	0	0	0	0	0	0
107984918	0	0	0	0	0	0
10630	0	0	0	0	0	0
107984919	0	0	0	0	0	0
105378612	0	0	0	0	0	0
105376756	0	0	0	0	0	0
7799	1792	2242	2020	2011	1707	1639
23254	409	479	407	244	189	194
107985467	2	2	0	2	1	0
107985468	0	0	0	0	0	0
105376762	0	0	0	0	0	1
105376759	0	0	0	0	0	0
107985469	0	2	1	0	0	0
200197	9	13	7	3	7	1
55092	190	229	201	356	362	358
727684	0	1	0	0	1	0
114827	29	19	21	83	57	67
101927417	3	6	2	7	9	7
101927441	10	16	6	11	18	11
79180	5326	6647	5459	7351	6150	6624
11330	4	0	1	0	0	0
63036	0	1	1	0	2	1
105376767	0	0	1	0	1	0
51032	2	7	5	7	12	7
842	464	599	554	844	649	737
23341	922	1057	991	1185	921	1017
107397391	1	0	0	0	0	0
79814	5	1	6	7	3	2
84301	2600	3282	2965	3207	2436	2534
6248	506	607	585	562	453	451
23207	3491	4093	3721	4763	4024	4218
284723	26	32	27	18	12	20
110806303	3	8	2	4	1	2
388595	0	0	0	0	1	0
54751	23	28	26	34	36	33
440567	603	807	743	919	745	747
729614	320	373	353	324	308	323
23013	4904	5913	5333	6241	5231	4618
7709	1234	1557	1298	1865	1473	1555
149563	0	0	0	0	0	0
27129	0	0	1	1	0	1
1187	2	1	0	1	1	0
1188	0	2	0	2	0	1
348487	132	166	140	128	95	127
1969	9396	11287	10140	9200	7444	7885
101927479	65	74	80	67	52	58
128272	485	528	496	769	636	638
101927546	36	29	23	34	50	38
79363	175	252	205	259	212	263
54455	1131	1344	1170	1585	1242	1318
26099	6065	7473	6733	8291	6809	7158
374955	2486	3026	2726	3355	2679	2861
55707	2417	3043	2939	3246	2662	2760
107984921	26	38	28	42	30	29
114819	130	129	108	129	143	130
26871	2	3	5	4	5	4
107985757	0	0	0	0	0	0
100132147	0	0	1	1	3	1
107985758	0	0	0	1	0	0
7195	0	0	0	0	0	0
55672	923	1143	998	1229	933	905
105376794	436	466	416	597	559	487
84809	467	520	449	654	547	546
11209	38	47	34	110	81	97
107985736	4	2	0	0	0	2
26869	2	4	5	3	2	3
107985759	0	0	0	0	0	0
284729	31	44	31	47	62	57
100189045	0	0	0	0	0	0
6060	4	4	6	4	2	6
11223	20	23	17	40	22	32
100500876	0	0	0	0	0	0
100189298	0	0	0	0	0	0
112267871	0	0	0	4	0	4
7193	0	0	0	0	0	1
100189183	0	0	0	0	0	0
105376805	2	3	6	82	75	81
791226	0	0	0	0	0	0
26870	3	2	5	4	1	5
9696	799	934	775	1267	1127	1157
4237	1441	1720	1659	2348	1924	1934
105376806	298	342	321	429	377	388
23400	3800	4589	3920	4670	3871	4207
6390	4508	5548	4938	6646	5341	5652
11240	3	4	2	6	11	25
105376808	0	0	0	0	0	0
400743	0	0	0	0	0	0
29943	2	0	2	1	1	1
51702	91	119	129	54	42	30
100616188	0	0	0	0	0	0
23569	3	2	1	0	2	2
353238	0	0	1	0	0	0
55920	16848	20631	17723	20042	16658	17980
55160	448	514	416	511	448	503
107984028	0	0	0	0	0	0
81569	93	129	116	118	95	87
105376809	0	0	0	0	0	0
105376812	0	0	0	0	0	0
101927876	0	0	0	0	0	0
84966	0	0	0	0	0	0
105376814	0	0	0	0	0	0
127707	0	0	0	0	0	0
5081	1	0	1	0	0	0
80834	0	0	2	0	0	0
8659	756	1041	914	1170	1048	999
100616120	0	0	1	1	0	1
100302276	0	1	0	0	0	0
126917	1647	2173	1752	2454	2076	2206
105376815	0	0	0	1	2	1
23352	9189	11183	10595	12422	10860	8455
101927895	232	338	328	351	278	302
23065	4256	5428	4774	5955	4615	4791
51154	4696	5749	5090	6513	4971	5046
246181	17	11	14	9	9	9
22977	10	11	13	31	31	15
100506730	107	129	102	116	91	112
8574	2457	3029	2577	3701	3157	3118
54896	892	1068	973	1185	977	990
832	9746	12453	11351	13058	10390	10794
105376819	0	1	0	0	0	1
105376818	0	0	0	0	0	0
105376817	0	0	0	0	0	0
105378614	0	0	0	0	0	0
440574	2537	3377	3204	3345	2659	2738
100532736	2784	3608	3433	3804	3061	3218
644068	46	45	44	68	40	59
4681	1222	1490	1350	1664	1379	1467
3362	87	103	69	93	59	67
255104	541	693	608	1024	823	887
54546	0	0	0	0	0	0
105376823	1	0	0	0	0	0
23252	578	682	668	801	627	630
30814	0	0	0	0	0	0
5320	0	2	0	1	0	1
5322	0	0	1	1	0	0
26279	0	0	0	0	0	0
64600	0	0	0	0	0	0
391013	0	0	0	0	0	0
127733	0	1	0	0	0	0
101928017	0	0	0	0	0	0
105376825	0	0	0	1	0	0
105376826	0	0	1	0	1	1
105376827	0	0	0	0	0	0
105376828	0	0	0	0	0	0
127731	0	0	0	0	1	0
339505	0	0	0	1	3	0
55450	982	1131	964	1568	1226	1543
79594	1705	2136	2009	2498	1946	2039
163933	0	0	0	2	0	0
978	4	6	10	9	8	8
65018	871	1092	909	1169	1043	1170
102464833	97	99	63	85	94	133
100861548	1558	2002	1860	2273	1833	1906
1650	16689	21144	19270	23402	19491	20283
57576	19	11	13	10	16	12
400745	143	183	143	148	124	127
112268222	876	1048	976	1070	890	1002
50809	5536	6600	6130	7005	5737	6157
8672	6019	7237	6472	9143	7375	7462
105376830	0	0	0	3	2	3
105376829	1	2	2	0	0	0
100302155	0	0	0	0	0	0
1889	3203	4087	3558	4512	3662	3866
100506801	6	2	4	2	5	2
105376832	0	0	0	0	0	0
84224	477	567	493	658	560	535
249	56	72	49	18	16	18
105376834	0	0	0	0	0	0
5909	301	458	341	386	305	320
84196	2439	2917	2610	3361	2519	2623
401944	345	442	406	520	419	376
3339	4347	5119	4952	6173	5228	4496
23436	0	0	0	0	0	0
10136	0	0	0	0	0	0
101928043	11	9	10	15	14	16
29092	485	687	655	732	587	568
112268223	31	46	36	42	26	32
998	8805	11321	10243	12450	9572	9865
54361	4	2	3	1	0	1
105376845	15	7	9	11	4	16
105376850	3	3	1	6	2	5
107985377	0	0	0	0	1	0
100616433	0	0	0	0	0	0
105376856	0	0	0	0	0	0
9923	1687	1912	1802	2110	1812	1818
2046	0	2	1	0	1	0
102466615	0	0	0	0	0	0
712	0	1	0	0	0	0
714	0	0	0	0	0	0
713	0	0	0	0	0	0
2048	1310	1670	1448	1833	1448	1531
100616391	0	0	0	0	0	0
100422914	43	48	41	57	46	59
646262	0	0	0	0	0	0
729059	3	0	0	2	1	0
23028	10765	13409	11907	12658	10319	11091
100422866	0	0	0	0	1	0
7798	3983	5181	4486	4857	3949	3906
3352	4	4	3	4	2	3
100996511	13	18	18	18	13	12
10236	15394	18881	17090	19254	15674	15795
80818	1074	1162	1174	865	725	753
148898	138	148	156	115	117	110
6920	70	68	110	50	41	39
55616	823	1042	987	1039	831	910
1870	827	948	793	1030	851	888
101928163	19	29	28	38	29	32
105376859	6	16	13	18	10	14
3399	3310	4067	3722	2464	2009	2153
107984928	0	1	0	0	2	2
259283	0	0	0	0	0	0
6135	34588	44628	39648	48146	40240	41125
6924	6948	9114	8120	8730	6625	6951
100506963	315	406	358	435	347	326
57095	899	1156	1040	1526	1261	1136
105376860	755	953	858	1015	834	839
11313	6598	8100	7328	8876	7213	7451
2582	2983	3747	3428	4810	3895	4073
3155	471	642	594	747	691	686
105376861	3	1	0	11	5	3
2517	658	781	733	974	757	847
1269	0	0	0	0	0	0
107984929	0	0	0	0	0	0
100616492	0	0	0	0	0	0
55629	4049	4897	4534	4858	3940	3875
10772	6427	7592	6632	7590	5974	5871
105378615	0	0	0	0	0	0
105376863	0	1	1	0	1	2
107984931	5	8	4	11	6	5
127294	13	7	9	13	17	19
107985737	1	0	0	0	2	0
105376864	0	0	0	3	2	0
58985	148	182	149	264	217	241
163702	448	544	488	371	289	306
284632	1	0	1	0	0	0
105376871	0	0	0	0	0	0
57822	12	15	11	6	4	6
90529	790	899	868	860	691	732
57185	9956	11883	11026	12222	10046	10507
100750325	3	15	8	17	10	11
11123	2575	3122	2663	3332	2731	2820
100506985	111	129	108	132	116	116
400746	4	1	2	3	0	2
10250	6149	7549	6548	6486	5094	5155
25932	13803	16867	15038	18079	13952	15183
105376876	0	1	0	0	0	0
864	1622	1990	1680	2663	2212	2439
102465437	1	1	1	1	0	1
107984932	6	8	7	3	5	3
105376878	57	46	37	63	62	33
100616365	0	0	0	1	0	0
105376879	1	0	0	0	0	0
25949	2340	3026	2809	3486	2826	2852
57035	549	646	603	598	552	549
105376882	0	0	0	0	0	0
6007	3	9	3	8	5	6
23585	2334	2913	2623	3319	2709	2718
6006	853	1078	901	1162	894	938
55219	1227	1569	1372	1668	1250	1281
26119	1069	1300	1177	2132	1698	1792
57134	259	312	296	383	326	311
57190	7872	10183	8816	11150	9110	9696
56181	1322	1584	1409	1878	1592	1603
646471	381	410	402	516	442	433
79000	744	932	827	1068	821	917
164091	836	1069	929	1427	1159	1194
3925	11369	14400	12689	14567	12160	12347
100500808	1181	1404	1420	1521	1236	1271
105376885	0	0	1	1	0	0
5051	497	644	591	802	632	671
101928216	471	504	454	559	468	470
2134	2021	2458	2218	2065	1808	1824
7780	39	59	45	23	24	12
105376910	1	0	0	0	0	1
84676	1	0	1	0	1	2
149420	462	522	510	670	544	600
105376886	0	0	0	0	1	2
79927	6	8	10	4	6	11
110806296	2	4	1	2	2	5
51042	1220	1597	1428	1729	1517	1616
10256	19	32	32	16	11	12
378807	0	0	0	0	0	0
101928303	0	1	1	0	0	0
64793	1924	2297	2101	2640	2063	2235
83442	8619	10859	9587	16898	13739	14564
91544	452	514	475	684	570	573
1043	1	3	1	3	6	4
55057	2	6	3	6	6	10
257101	0	0	0	0	0	0
79727	0	0	0	0	0	0
79947	1212	1575	1439	1698	1409	1492
101928324	8	9	3	11	4	10
3151	21122	26609	24074	29913	23348	24047
6195	3040	3872	3438	4529	3584	3771
100302190	0	0	0	0	0	2
105376888	2	1	2	4	2	0
101928728	55	80	57	75	73	57
8289	7129	8907	7725	9621	8029	7722
55650	459	578	494	672	640	492
84243	1052	1356	1217	1507	1219	1286
2810	13	30	20	56	50	34
54707	1740	2306	2050	2826	2144	2311
63906	880	1021	906	1270	1032	1071
10726	12458	15895	14528	17244	14112	14329
8431	2	0	1	3	0	1
126695	3	0	1	1	1	0
388610	2638	3214	2784	3851	2980	3512
115572	963	1233	1135	1269	1159	1141
101928391	75	73	76	68	82	85
6548	1328	1634	1312	1815	1337	1403
102723760	0	0	0	0	0	0
105376890	0	5	0	2	3	1
23038	2387	2871	2524	3506	2995	3084
84065	1475	1948	1711	2235	1754	1750
644961	63	109	73	91	86	98
84958	35	41	30	92	84	85
9064	1130	1430	1211	1504	1267	1411
8547	9	8	12	10	9	8
388611	1	0	0	0	0	0
2827	764	957	888	598	479	488
10163	6893	8869	7666	8773	7299	7337
105376892	1	1	0	1	0	0
27245	2614	3113	2873	3070	2514	2630
2268	0	0	0	3	0	0
111216282	0	0	0	0	0	0
2537	712	844	785	1236	981	1045
199870	296	323	295	405	302	357
23673	1117	1264	1201	1686	1303	1375
5511	2887	3427	3027	3662	2817	3029
677774	1	2	2	2	4	3
9473	153	213	153	308	247	275
6118	2463	3055	2684	3670	2966	3060
27293	3	2	6	12	16	14
55113	1	2	2	4	2	5
2140	1858	2156	1869	2249	1900	1978
5724	24	19	26	37	20	23
22826	5093	6494	5869	7044	5627	5666
93974	4206	5571	4922	5353	4406	4678
83667	1038	1276	1181	1509	1141	1152
54797	920	1103	1080	1257	1099	1163
65979	2061	2514	2130	2381	1869	1969
1104	7024	8978	7998	9566	8000	8360
8420	1117	1187	1039	1454	1226	1300
6080	116	94	91	124	99	94
26768	74	65	52	76	80	66
54952	569	791	691	1006	832	863
85028	619	665	542	772	624	727
692212	31	34	28	23	33	19
677838	67	63	52	53	46	42
677825	40	37	29	36	34	31
692073	57	49	36	51	50	29
115273	1	0	0	6	4	1
6883	810	979	931	1154	873	888
105378616	10	13	15	28	15	16
26824	1	3	0	0	0	0
10691	679	867	775	1030	798	858
51441	5239	6588	5576	6773	5315	5509
4985	1971	2573	2132	1805	1635	1735
2035	1749	2176	1831	2412	2151	2205
399474	425	524	438	575	502	536
6429	6674	8284	7559	8072	6495	6805
51102	850	1039	1000	1272	1028	1058
10076	886	1099	1026	852	831	847
101928460	1	0	0	1	0	1
107984933	0	0	0	0	0	0
107984934	0	1	0	0	4	1
101929406	1	0	0	0	0	0
105378617	0	0	0	0	0	0
105378618	0	0	0	0	0	0
4146	34	40	44	46	45	45
100129196	30	48	44	73	65	68
7805	38	31	25	168	115	150
100616164	0	0	0	0	0	0
105378620	2	1	0	0	1	0
105378621	1	0	0	0	0	0
105378622	48	33	55	18	11	11
400748	1	2	0	1	0	0
9672	15161	19199	17231	14441	11957	12314
9698	5113	6309	5560	6386	5152	5080
692234	6	15	9	7	7	9
692235	6	15	8	11	13	11
692200	0	2	0	1	5	0
107984935	6	2	6	2	1	2
79570	197	260	179	126	93	118
9410	2922	3644	3382	4019	3124	3176
51538	2907	3859	3400	4353	3552	3556
2170	49	74	51	91	53	63
105378623	0	0	0	2	2	0
107985470	0	0	0	2	2	1
347735	713	916	797	1536	1190	1313
105378625	0	0	0	0	0	0
105379772	0	0	0	0	0	0
149086	0	0	0	0	0	0
284551	0	0	0	0	0	0
105378626	26	29	27	41	37	26
64129	5096	6219	5320	6620	5190	5412
3061	163	201	152	238	186	212
553115	1762	2309	1980	2644	2081	2282
107985471	149	160	157	210	175	183
105378628	0	4	2	3	2	1
1307	377	451	372	734	607	626
101929444	3	6	3	6	5	5
576	1163	1454	1277	1272	1104	1176
100423028	0	0	1	0	3	0
90853	300	361	359	547	452	435
8073	6258	7566	6124	8668	6975	7904
10657	16198	19838	17091	19679	16354	17243
55116	1037	1165	1016	1262	1060	1073
100847018	0	0	0	0	0	1
23633	4906	5962	5215	6429	4868	5004
200081	4996	6045	5537	6927	5589	5881
79140	769	955	860	1240	1103	1132
56063	356	456	416	576	464	473
55721	251	284	281	373	315	332
149069	36	34	39	53	40	35
8668	18698	23617	21833	28416	22660	23583
339483	41	36	59	40	28	30
84734	19	12	11	20	8	21
3932	0	1	0	1	1	1
3065	9309	11835	10616	11976	9366	9707
65108	20104	26283	23198	17185	13753	14401
105378629	16	16	13	8	11	23
81629	151	182	133	123	129	152
100128071	54	62	51	52	49	63
55108	1965	2346	2139	2388	1960	2076
728116	133	143	153	170	142	160
653121	336	376	339	381	295	346
102723870	15	21	11	23	33	27
339487	874	1122	992	1171	917	900
5928	7619	9704	8423	7622	6057	6269
81493	1609	2000	1731	1648	1264	1378
57648	973	1189	1028	1238	1033	1107
8565	9952	12172	10891	16779	13629	13840
64766	1240	1568	1285	1639	1346	1519
252995	13	22	13	9	7	19
105378631	1	1	1	3	5	4
3208	13	29	15	27	26	19
113452	1065	1404	1148	1617	1408	1481
105378632	0	1	4	5	0	1
127544	846	1094	965	1252	955	1046
204	12766	16202	14571	16037	12581	13118
105378635	0	1	0	0	1	1
113451	149	215	177	207	178	170
112268224	2	1	3	1	4	4
55223	1517	1962	1740	1598	1291	1340
149076	1047	1418	1141	1050	844	898
127550	8	9	11	11	6	7
1912	19871	25112	21652	22744	18721	19565
100500853	743	920	821	927	744	759
101929464	6	12	9	13	11	6
7579	267	366	336	461	422	385
114784	2	2	4	1	2	1
105378638	0	0	0	0	0	0
127540	0	0	0	0	0	0
402779	0	0	0	0	0	0
84970	0	0	0	0	0	0
105378639	0	0	0	0	0	0
105378640	0	0	0	0	0	0
105378641	0	0	0	0	0	0
693137	0	0	0	0	0	0
105378642	2	0	1	1	3	0
2709	2	1	2	1	7	3
127534	5	0	1	4	0	0
2707	127	137	126	385	250	262
2701	0	0	1	0	0	0
113444	1664	2069	1981	2388	1899	1941
58512	16	10	11	9	11	10
653160	34	40	33	40	42	73
100506144	223	304	285	441	381	402
9204	458	506	537	626	522	480
79830	938	1096	933	1084	890	914
105378644	0	0	0	0	0	0
6421	21513	26536	23212	24924	18858	18858
9202	2706	3185	2934	3482	2902	2861
100861513	99	125	113	134	97	97
79932	2528	3062	2849	3806	3264	3283
23154	3502	4519	4126	5524	4459	4596
339488	42	39	35	58	44	51
105378645	2	5	3	8	8	8
